longitude,latitude,time,2m_temperature(K),2m_temperature(°C),total_precipitation(m),snowfall(m),mean_sea_level_pressure(Pa),total_cloud_cover(0-1),high_vegetation_cover(0-1),lake_total_layer_temperature(K),lake_total_layer_temperature(°C),hour
83.61599731445312,25.58300018310547,2023-03-11 00:00:00,292.1992,19.049194,0.0,0.0,101441.31,0.025997661,0.00024414062,292.5022,19.352203,0
83.61599731445312,25.58300018310547,2023-03-11 01:00:00,292.17145,19.021454,0.0,0.0,101519.44,0.017467517,0.00024414062,292.46826,19.318268,1
83.61599731445312,25.58300018310547,2023-03-11 02:00:00,294.969,21.819,0.0,0.0,101616.26,0.010105759,0.00024414062,292.45093,19.300934,2
83.61599731445312,25.58300018310547,2023-03-11 03:00:00,295.4401,22.2901,0.0,0.0,101689.875,0.00231494,0.00024414062,292.4646,19.314606,3
83.61599731445312,25.58300018310547,2023-03-11 04:00:00,296.05466,22.904663,0.0,0.0,101733.125,0.0,0.00024414062,292.50366,19.353668,4
83.61599731445312,25.58300018310547,2023-03-11 05:00:00,301.89645,28.74646,0.0,0.0,101706.32,0.0,0.00024414062,292.56494,19.414948,5
83.61599731445312,25.58300018310547,2023-03-11 06:00:00,302.77,29.619995,0.0,0.0,101654.01,0.15885359,0.00024414062,292.6311,19.48111,6
83.61599731445312,25.58300018310547,2023-03-11 07:00:00,303.0201,29.870117,0.0,0.0,101555.76,0.066403724,0.00024414062,292.7002,19.550201,7
83.61599731445312,25.58300018310547,2023-03-11 08:00:00,304.96017,31.81018,0.0,0.0,101451.75,0.05907347,0.00024414062,292.76416,19.614166,8
83.61599731445312,25.58300018310547,2023-03-11 09:00:00,305.26025,32.11026,0.0,0.0,101336.875,0.019144941,0.00024414062,292.8235,19.673492,9
83.61599731445312,25.58300018310547,2023-03-11 10:00:00,303.48505,30.335052,0.0,0.0,101289.07,0.0068090856,0.00024414062,292.8694,19.71939,10
83.61599731445312,25.58300018310547,2023-03-11 11:00:00,303.41537,30.26538,0.0,0.0,101248.44,0.0,0.00024414062,292.89404,19.74405,11
83.61599731445312,25.58300018310547,2023-03-11 12:00:00,302.86966,29.719666,0.0,0.0,101254.51,0.0,0.00024414062,292.8977,19.747711,12
83.61599731445312,25.58300018310547,2023-03-11 13:00:00,303.88028,30.730286,0.0,0.0,101322.875,0.0,0.00024414062,292.88794,19.737946,13
83.61599731445312,25.58300018310547,2023-03-11 14:00:00,301.3234,28.1734,0.0,0.0,101398.38,0.0,0.00024414062,292.87378,19.723785,14
83.61599731445312,25.58300018310547,2023-03-11 15:00:00,298.9579,25.807892,0.0,0.0,101479.125,0.0026955158,0.00024414062,292.85278,19.70279,15
83.61599731445312,25.58300018310547,2023-03-11 16:00:00,298.7061,25.556091,0.0,0.0,101533.13,0.0,0.00024414062,292.82812,19.678131,16
83.61599731445312,25.58300018310547,2023-03-11 17:00:00,297.29303,24.143036,0.0,0.0,101543.875,0.0004266277,0.00024414062,292.80176,19.651764,17
83.61599731445312,25.58300018310547,2023-03-11 18:00:00,296.81268,23.66269,0.0,0.0,101530.76,0.0,0.00024414062,292.77515,19.625153,18
83.61599731445312,25.58300018310547,2023-03-11 19:00:00,295.9998,22.849792,0.0,0.0,101491.75,0.0,0.00024414062,292.74707,19.597076,19
83.61599731445312,25.58300018310547,2023-03-11 20:00:00,294.07635,20.926361,0.0,0.0,101443.76,0.0,0.00024414062,292.71704,19.567047,20
83.61599731445312,25.58300018310547,2023-03-11 21:00:00,292.3301,19.180115,0.0,0.0,101423.26,0.0,0.00024414062,292.68237,19.53238,21
83.61599731445312,25.58300018310547,2023-03-11 22:00:00,291.98788,18.83789,0.0,0.0,101412.26,0.0,0.00024414062,292.6482,19.4982,22
83.61599731445312,25.58300018310547,2023-03-11 23:00:00,291.79077,18.640778,0.0,0.0,101455.25,0.0,0.00024414062,292.61182,19.461823,23
