longitude,latitude,time,2m_temperature(K),2m_temperature(°C),total_precipitation(m),snowfall(m),mean_sea_level_pressure(Pa),total_cloud_cover(0-1),high_vegetation_cover(0-1),lake_total_layer_temperature(K),lake_total_layer_temperature(°C),hour
83.61599731445312,25.58300018310547,2023-10-12 00:00:00,297.06543,23.915436,0.0,0.0,101045.75,0.0,0.00024414062,295.9729,22.822906,0
83.61599731445312,25.58300018310547,2023-10-12 01:00:00,297.29132,24.141327,0.0,0.0,101158.81,0.13670522,0.00024414062,295.94287,22.792877,1
83.61599731445312,25.58300018310547,2023-10-12 02:00:00,299.94556,26.795563,0.0,0.0,101230.69,0.0,0.00024414062,295.93506,22.785065,2
83.61599731445312,25.58300018310547,2023-10-12 03:00:00,300.64984,27.499847,0.0,0.0,101306.94,0.013793603,0.00024414062,295.95508,22.805084,3
83.61599731445312,25.58300018310547,2023-10-12 04:00:00,301.45755,28.307556,0.0,0.0,101318.375,0.08541584,0.00024414062,295.9944,22.84439,4
83.61599731445312,25.58300018310547,2023-10-12 05:00:00,305.0945,31.944519,0.0,0.0,101303.19,0.17390533,0.00024414062,296.04712,22.897125,5
83.61599731445312,25.58300018310547,2023-10-12 06:00:00,306.68774,33.53775,0.0,0.0,101231.25,0.2929388,0.00024414062,296.09863,22.948639,6
83.61599731445312,25.58300018310547,2023-10-12 07:00:00,306.90448,33.754486,0.0,0.0,101148.625,0.31265277,0.00024414062,296.14624,22.996246,7
83.61599731445312,25.58300018310547,2023-10-12 08:00:00,307.89154,34.741547,0.0,0.0,101083.75,0.31816748,0.00024414062,296.19043,23.040436,8
83.61599731445312,25.58300018310547,2023-10-12 09:00:00,307.9995,34.849518,0.0,0.0,101004.625,0.30983356,0.00024414062,296.219,23.069,9
83.61599731445312,25.58300018310547,2023-10-12 10:00:00,304.93317,31.783173,0.0,0.0,101056.0,0.40242124,0.00024414062,296.18652,23.03653,10
83.61599731445312,25.58300018310547,2023-10-12 11:00:00,304.64285,31.492859,0.0,0.0,101021.81,0.45061636,0.00024414062,296.17188,23.021881,11
83.61599731445312,25.58300018310547,2023-10-12 12:00:00,304.25458,31.104584,0.0,0.0,101030.06,0.3111263,0.00024414062,296.13794,22.987946,12
83.61599731445312,25.58300018310547,2023-10-12 13:00:00,303.51178,30.361786,0.0,0.0,101106.56,0.27436626,0.00024414062,296.09326,22.943268,13
83.61599731445312,25.58300018310547,2023-10-12 14:00:00,301.63507,28.485077,0.0,0.0,101128.75,0.18096717,0.00024414062,296.04883,22.898834,14
83.61599731445312,25.58300018310547,2023-10-12 15:00:00,299.4103,26.260315,0.0,0.0,101188.19,0.08568402,0.00024414062,296.00366,22.853668,15
83.61599731445312,25.58300018310547,2023-10-12 16:00:00,299.78238,26.632385,0.0,0.0,101176.375,0.0452521,0.00024414062,295.95972,22.809723,16
83.61599731445312,25.58300018310547,2023-10-12 17:00:00,298.87772,25.727722,0.0,0.0,101176.57,0.024135366,0.00024414062,295.9187,22.768707,17
83.61599731445312,25.58300018310547,2023-10-12 18:00:00,299.31036,26.16037,0.0,0.0,101153.31,0.01252839,0.00024414062,295.88086,22.730865,18
83.61599731445312,25.58300018310547,2023-10-12 19:00:00,299.43234,26.282349,0.0,0.0,101139.625,0.012184575,0.00024414062,295.8462,22.696198,19
83.61599731445312,25.58300018310547,2023-10-12 20:00:00,298.7783,25.628296,0.0,0.0,101157.31,0.0,0.00024414062,295.81274,22.66275,20
83.61599731445312,25.58300018310547,2023-10-12 21:00:00,298.31863,25.16864,0.0,0.0,101131.875,0.017073542,0.00024414062,295.7788,22.628815,21
83.61599731445312,25.58300018310547,2023-10-12 22:00:00,297.29102,24.141022,0.0,0.0,101127.375,0.050938696,0.00024414062,295.75195,22.60196,22
83.61599731445312,25.58300018310547,2023-10-12 23:00:00,297.16336,24.013367,0.0,0.0,101181.75,0.43759975,0.00024414062,295.72095,22.570953,23
