longitude,latitude,time,2m_temperature(K),2m_temperature(°C),total_precipitation(m),snowfall(m),mean_sea_level_pressure(Pa),total_cloud_cover(0-1),high_vegetation_cover(0-1),lake_total_layer_temperature(K),lake_total_layer_temperature(°C),hour
83.61599731445312,25.58300018310547,2020-04-05 00:00:00,292.57397,19.42398,0.0,0.0,101122.56,0.0,0.00024414062,293.85303,20.703033,0
83.61599731445312,25.58300018310547,2020-04-05 01:00:00,292.9394,19.789398,0.0,0.0,101180.81,0.0,0.00024414062,293.81445,20.66446,1
83.61599731445312,25.58300018310547,2020-04-05 02:00:00,297.3323,24.182312,0.0,0.0,101294.75,0.0,0.00024414062,293.8059,20.655914,2
83.61599731445312,25.58300018310547,2020-04-05 03:00:00,298.16714,25.01715,0.0,0.0,101344.31,0.0,0.00024414062,293.8335,20.683502,3
83.61599731445312,25.58300018310547,2020-04-05 04:00:00,301.11465,27.96466,0.0,0.0,101372.875,0.0,0.00024414062,293.886,20.735992,4
83.61599731445312,25.58300018310547,2020-04-05 05:00:00,306.27985,33.129852,0.0,0.0,101315.695,0.0,0.00024414062,293.9463,20.796295,5
83.61599731445312,25.58300018310547,2020-04-05 06:00:00,306.94968,33.799683,0.0,0.0,101264.32,0.0,0.00024414062,294.00977,20.859772,6
83.61599731445312,25.58300018310547,2020-04-05 07:00:00,307.13626,33.986267,0.0,0.0,101155.19,0.0,0.00024414062,294.07178,20.921783,7
83.61599731445312,25.58300018310547,2020-04-05 08:00:00,308.7881,35.638092,0.0,0.0,101067.0,0.0,0.00024414062,294.1277,20.977692,8
83.61599731445312,25.58300018310547,2020-04-05 09:00:00,309.0327,35.88272,0.0,0.0,100965.19,0.0,0.00024414062,294.17432,21.024323,9
83.61599731445312,25.58300018310547,2020-04-05 10:00:00,307.80408,34.654083,0.0,0.0,100882.25,0.0,0.00024414062,294.2251,21.075104,10
83.61599731445312,25.58300018310547,2020-04-05 11:00:00,307.76816,34.618164,0.0,0.0,100880.81,0.0,0.00024414062,294.23657,21.086578,11
83.61599731445312,25.58300018310547,2020-04-05 12:00:00,307.81213,34.66214,0.0,0.0,100885.01,0.0,0.00024414062,294.22778,21.07779,12
83.61599731445312,25.58300018310547,2020-04-05 13:00:00,306.84518,33.69519,0.0,0.0,100919.875,0.0,0.00024414062,294.20898,21.05899,13
83.61599731445312,25.58300018310547,2020-04-05 14:00:00,301.99268,28.842682,0.0,0.0,101011.07,0.0,0.00024414062,294.1831,21.033112,14
83.61599731445312,25.58300018310547,2020-04-05 15:00:00,300.34286,27.192871,0.0,0.0,101080.625,0.0,0.00024414062,294.15283,21.002838,15
83.61599731445312,25.58300018310547,2020-04-05 16:00:00,299.11197,25.961975,0.0,0.0,101117.07,0.0,0.00024414062,294.11987,20.96988,16
83.61599731445312,25.58300018310547,2020-04-05 17:00:00,297.43152,24.281525,0.0,0.0,101133.5,0.0,0.00024414062,294.08496,20.934967,17
83.61599731445312,25.58300018310547,2020-04-05 18:00:00,296.93924,23.789246,0.0,0.0,101091.38,0.0,0.00024414062,294.04736,20.89737,18
83.61599731445312,25.58300018310547,2020-04-05 19:00:00,296.77902,23.629028,0.0,0.0,101055.63,0.0,0.00024414062,294.00708,20.857086,19
83.61599731445312,25.58300018310547,2020-04-05 20:00:00,296.11523,22.96524,0.0,0.0,100993.625,0.0,0.00024414062,293.9663,20.816315,20
83.61599731445312,25.58300018310547,2020-04-05 21:00:00,296.13608,22.986084,0.0,0.0,100970.88,0.0,0.00024414062,293.92505,20.775055,21
83.61599731445312,25.58300018310547,2020-04-05 22:00:00,294.83963,21.689636,0.0,0.0,100936.44,0.0,0.00024414062,293.8933,20.743317,22
83.61599731445312,25.58300018310547,2020-04-05 23:00:00,294.81903,21.669037,0.0,0.0,100919.195,0.0,0.00024414062,293.85547,20.705475,23
