longitude,latitude,time,2m_temperature(K),2m_temperature(°C),total_precipitation(m),snowfall(m),mean_sea_level_pressure(Pa),total_cloud_cover(0-1),high_vegetation_cover(0-1),lake_total_layer_temperature(K),lake_total_layer_temperature(°C),hour
83.61599731445312,25.58300018310547,2020-03-31 00:00:00,292.98267,19.832672,0.0,0.0,100980.06,0.0,0.00024414062,293.84546,20.695465,0
83.61599731445312,25.58300018310547,2020-03-31 01:00:00,293.0086,19.858612,0.0,0.0,101051.94,0.0,0.00024414062,293.80884,20.658844,1
83.61599731445312,25.58300018310547,2020-03-31 02:00:00,296.48535,23.335358,0.0,0.0,101170.555,0.0,0.00024414062,293.79883,20.648834,2
83.61599731445312,25.58300018310547,2020-03-31 03:00:00,296.9468,23.796814,0.0,0.0,101266.12,0.0,0.00024414062,293.8203,20.670319,3
83.61599731445312,25.58300018310547,2020-03-31 04:00:00,297.68686,24.536865,0.0,0.0,101288.94,0.0,0.00024414062,293.86572,20.715729,4
83.61599731445312,25.58300018310547,2020-03-31 05:00:00,303.38663,30.236633,0.0,0.0,101258.555,0.0,0.00024414062,293.9204,20.770416,5
83.61599731445312,25.58300018310547,2020-03-31 06:00:00,304.50186,31.351868,0.0,0.0,101227.93,0.0,0.00024414062,293.98096,20.830963,6
83.61599731445312,25.58300018310547,2020-03-31 07:00:00,304.85904,31.709045,0.0,0.0,101127.06,0.0,0.00024414062,294.0437,20.893707,7
83.61599731445312,25.58300018310547,2020-03-31 08:00:00,307.08228,33.93228,0.0,0.0,101014.125,0.0,0.00024414062,294.10327,20.953278,8
83.61599731445312,25.58300018310547,2020-03-31 09:00:00,307.4038,34.253815,0.0,0.0,100881.93,0.0,0.00024414062,294.156,21.006012,9
83.61599731445312,25.58300018310547,2020-03-31 10:00:00,306.67627,33.526276,0.0,0.0,100799.87,0.0,0.00024414062,294.2251,21.075104,10
83.61599731445312,25.58300018310547,2020-03-31 11:00:00,306.64502,33.495026,0.0,0.0,100741.31,0.0,0.00024414062,294.24976,21.099762,11
83.61599731445312,25.58300018310547,2020-03-31 12:00:00,306.87454,33.72455,0.0,0.0,100763.06,0.0,0.00024414062,294.2539,21.103912,12
83.61599731445312,25.58300018310547,2020-03-31 13:00:00,305.38696,32.23697,0.0,0.0,100782.93,0.0,0.00024414062,294.24683,21.096832,13
83.61599731445312,25.58300018310547,2020-03-31 14:00:00,300.92416,27.77417,0.0,0.0,100864.94,0.0,0.00024414062,294.23486,21.08487,14
83.61599731445312,25.58300018310547,2020-03-31 15:00:00,298.76318,25.61319,0.0,0.0,100917.19,0.0,0.00024414062,294.219,21.069,15
83.61599731445312,25.58300018310547,2020-03-31 16:00:00,298.79926,25.649261,0.0,0.0,100960.75,0.0,0.00024414062,294.19897,21.04898,16
83.61599731445312,25.58300018310547,2020-03-31 17:00:00,296.67438,23.524384,0.0,0.0,100949.69,0.008442197,0.00024414062,294.17578,21.025787,17
83.61599731445312,25.58300018310547,2020-03-31 18:00:00,296.46268,23.312683,0.0,0.0,100977.44,0.09705365,0.00024414062,294.1494,20.99942,18
83.61599731445312,25.58300018310547,2020-03-31 19:00:00,295.60907,22.459076,0.0,0.0,100922.94,0.12175226,0.00024414062,294.12305,20.973053,19
83.61599731445312,25.58300018310547,2020-03-31 20:00:00,293.49805,20.348053,0.0,0.0,100877.94,0.04964062,0.00024414062,294.09497,20.944977,20
83.61599731445312,25.58300018310547,2020-03-31 21:00:00,293.79004,20.640045,0.0,0.0,100825.99,0.0034575127,0.00024414062,294.0669,20.9169,21
83.61599731445312,25.58300018310547,2020-03-31 22:00:00,294.22336,21.073364,0.0,0.0,100774.375,0.0,0.00024414062,294.062,20.912018,22
83.61599731445312,25.58300018310547,2020-03-31 23:00:00,293.04318,19.893188,0.0,0.0,100832.44,0.008704156,0.00024414062,294.03882,20.888824,23
